press_name,series_id,press_rating
Newsday,8210,5.0
People Weekly,8210,5.0
Pittsburg Post-Gazette,8210,4.0
Boston Globe,8210,3.0
Los Angeles Times,8210,3.0
Time,8210,3.0
Variety,8210,3.0
Washington Post,8210,3.0
Entertainment weekly,26824,4.5
USA Today,26824,3.5
Vanity Fair,26824,3.5
Rolling Stone,26824,2.5
The Hollywood Reporter,26824,2.0
The A.V. Club,26372,3.5
Première,26372,3.0
RogerEbert.com,26372,3.0
indieWIRE,26372,3.0
Vanity Fair,26372,2.5
The Hollywood Reporter,26372,2.0
Télérama,26372,1.0
Le Parisien,22429,5.0
Vanity Fair,22429,5.0
Franceinfo Culture,22429,4.5
Le Monde,22429,4.5
Télé Loisirs,22429,4.5
indieWIRE,22429,4.5
Brain Damaged,22429,4.0
L'Express,22429,4.0
Le Figaro Magazine,22429,4.0
Les Inrockuptibles,22429,4.0
TV Guide,22429,4.0
Télé 7 Jours,22429,3.0
New York Times,22429,2.0
Boston Globe,23908,5.0
Collider,23908,5.0
Le Parisien,23908,5.0
Slate,23908,5.0
aVoir-aLire.com,23908,5.0
Les Inrockuptibles,23908,4.0
Télérama,23908,4.0
New Yorker,23908,3.0
Chicago Sun-Times,24946,5.0
Collider,24946,5.0
Entertainment weekly,24946,5.0
Rolling Stone,24946,4.5
The Hollywood Reporter,24946,4.5
indieWIRE,24946,4.5
New York Times,24946,3.0
Variety,24946,2.5
Le Point,30429,4.0
Première,30429,4.0
The Guardian,30429,4.0
Le Figaro,30429,3.5
Los Angeles Times,30429,3.5
Salon.com,30429,3.5
Le Parisien,30429,3.0
Ecran Large,30429,2.5
Le Monde,30429,2.5
Télérama,30429,2.5
Les Inrockuptibles,30429,2.0
Rolling Stone,30429,2.0
Boston Herald,18543,4.5
Huffington Post,18543,4.0
TVLine,18543,4.0
Washington Post,18543,4.0
New York Times,18543,3.5
Variety,18543,3.5
The Hollywood Reporter,18543,2.5
Collider,18543,2.0
Time,18543,1.5
Variety,22138,4.0
Vulture,22138,3.5
Los Angeles Times,22138,3.0
Newsday,22138,2.5
Pittsburg Post-Gazette,22138,2.0
USA Today,22138,2.0
Washington Post,22138,2.0
TVLine,19475,4.5
Colorado Springs Gazette,19475,4.0
Le Parisien,19475,4.0
Télé Câble Sat,19475,3.5
Boston Herald,19475,3.0
San Francisco Chronicle,19475,3.0
Télérama,19475,3.0
Uncle Barky,19475,3.0
Première,19475,2.5
USA Today,19475,2.0
DailyMars,11498,4.0
Les Inrockuptibles,11498,4.0
Libération,11498,4.0
GQ,11498,3.5
Arte,11498,3.0
Blabla-Séries,11498,3.0
Huffington Post (FR),11498,3.0
Télérama,11498,3.0
Le Monde,11498,2.0
Mad Movies,11498,2.0
Première,11498,2.0
Télé Loisirs,11498,2.0
Le Figaro,22925,4.0
Le Monde,22925,4.0
Le Parisien,22925,4.0
Première,22925,4.0
Télé Loisirs,22925,4.0
Télérama,22925,2.5
The Hollywood Reporter,18705,4.0
Entertainment weekly,18705,3.5
Collider,18705,3.0
Slant Magazine,18705,2.5
Vanity Fair,18705,2.0
Variety,18705,2.0
Boston Herald,16955,4.0
Brain Damaged,16955,4.0
Ecran Large,16955,4.0
Huffington Post,16955,4.0
L'Obs,16955,4.0
TV Guide,16955,4.0
The Hollywood Reporter,16955,4.0
Critictoo,16955,3.5
DailyMars,16955,3.5
New York Times,16955,3.5
Pittsburg Post-Gazette,16955,3.5
USA Today,16955,3.5
Variety,16955,3.5
Télérama,16955,3.0
San Francisco Chronicle,16955,2.5
Washington Post,16955,2.5
LCI,28449,4.0
Le Figaro,28449,3.5
Télé 2 semaines,28449,3.5
Le Monde,28449,3.0
Le Parisien,28449,3.0
Le Point,28449,3.0
Les Inrockuptibles,28449,3.0
Télérama,28449,2.5
Entertainment weekly,19136,4.0
USA Today,19136,4.0
Brain Damaged,19136,3.0
Newsday,19136,3.0
Première,19136,3.0
The A.V. Club,19136,3.0
Critictoo,19136,2.5
Hitfix,19136,2.5
San Francisco Chronicle,19136,2.5
Variety,19136,2.5
Le Monde,19136,2.0
The Hollywood Reporter,19136,2.0
Télé Loisirs,19136,2.0
Télérama,19136,2.0
Télé Loisirs,18615,4.5
Ecran Large,18615,3.5
L'Express,18615,3.5
Brain Damaged,18615,3.0
Première,18615,3.0
Critictoo,18615,1.5
Collider,23163,3.0
indieWIRE,23163,3.0
Pittsburg Post-Gazette,23163,2.5
RogerEbert.com,23163,2.0
The Hollywood Reporter,23163,2.0
Variety,23163,1.5
Slate,23163,1.0
Ecran Large,18438,4.0
Le Monde,18438,4.0
Variety,18438,4.0
Le Point,18438,3.5
TV Guide,18438,3.5
Télérama,18438,3.0
CNN,18438,2.5
Hollywood Reporter,18438,2.5
Le Figaro,27148,4.0
Télé Z,27148,4.0
Le Parisien,27148,3.5
Télé 7 Jours,27148,3.5
Télé Loisirs,27148,3.5
Télérama,27148,3.0
Téléstar,27148,1.5
Brain Damaged,27349,4.0
TVLine,27349,3.5
Variety,27349,3.5
Collider,27349,3.0
The Hollywood Reporter,27349,3.0
CNN,27349,2.5
Huffington Post,10368,5.0
Uncle Barky,10368,5.0
Washington Post,10368,5.0
TV Guide,10368,4.5
The Hollywood Reporter,10368,4.5
Entertainment weekly,10368,4.0
Variety,10368,3.5
Boston Herald,10368,3.0
Pop Matters,10368,2.5
Newsday,10368,2.0
Entertainment weekly,10545,4.5
Hitfix,10545,4.5
TV Guide,10545,4.5
The Hollywood Reporter,10545,4.0
Variety,10545,3.5
Zap2It,10545,3.5
New York Post,10545,3.0
Uncle Barky,10545,2.5
Boston Globe,10545,1.5
New York Times,10545,1.5
San Francisco Chronicle,20098,5.0
Boston Globe,20098,4.5
Colorado Springs Gazette,20098,4.5
Entertainment weekly,20098,4.0
Pittsburg Post-Gazette,20098,4.0
USA Today,20098,4.0
Variety,20098,4.0
Washington Post,20098,3.5
Las Vegas Weekly,20098,2.5
Collider,20098,2.0
Entertainment weekly,22028,4.0
The Telegraph,22028,4.0
Télé Loisirs,22028,4.0
Chicago Sun-Times,22028,3.0
Collider,22028,3.0
Le Parisien,22028,3.0
Les Inrockuptibles,22028,3.0
Première,22028,3.0
TVLine,22028,3.0
Télérama,22028,3.0
Hollywood Reporter,22028,2.5
Rolling Stone,22028,2.5
TV Guide,22028,2.5
Chicago Sun-Times,26197,4.5
Time,26197,4.0
Vulture,26197,3.5
Hollywood Reporter,26197,2.0
indieWIRE,26197,2.0
Variety,26197,1.5
Brain Damaged,21978,4.5
Ecran Large,21978,4.5
Première,21978,4.5
Public,21978,4.5
Télé Loisirs,21978,4.5
Vanity Fair,21978,4.5
20 Minutes,21978,4.0
L'Express,21978,4.0
Le Figaro Magazine,21978,4.0
Les Inrockuptibles,21978,4.0
Rolling Stone,21978,4.0
Critictoo,21978,3.5
Télérama,21978,3.5
DailyMars,21978,3.0
Les Echos,25087,4.5
Marianne,25087,4.0
Le Figaro,25087,3.5
The Hollywood Reporter,25087,3.5
Les Inrockuptibles,25087,3.0
Variety,25087,2.0
Hitfix,18227,5.0
Newsday,18227,5.0
Sioux City Journal,18227,5.0
The A.V. Club,18227,5.0
The Detroit News,18227,5.0
The Wrap,18227,5.0
USA Today,18227,5.0
San Francisco Chronicle,18227,4.0
Slant Magazine,18227,3.0
Le Parisien,24173,4.0
Le Point,24173,4.0
Les Echos,24173,4.0
Première,24173,4.0
20 Minutes,24173,3.5
Le Monde,24173,3.5
Télérama,24173,3.5
Les Inrockuptibles,24173,3.0
Le Parisien,22363,5.0
Le Monde,22363,4.5
DailyMars,22363,4.0
L'Express,22363,4.0
L'Humanité,22363,4.0
Le Figaro Magazine,22363,4.0
Télé 2 semaines,22363,4.0
Télé 7 Jours,22363,4.0
Les Inrockuptibles,22363,3.5
Télérama,22363,3.5
Slate,22302,4.5
Première,22302,4.0
Variety,22302,4.0
Les Echos,22302,3.5
Vanity Fair,22302,3.0
Le Figaro,22302,2.5
Critikat.com,22302,2.0
Le Point,22302,2.0
New York Times,74,5.0
Washington Post,74,5.0
Miami Herald,74,4.0
USA Today,74,3.5
New York Post,74,3.0
Boston Herald,74,2.5
Boston Globe,74,2.0
Première,23922,4.0
Brain Damaged,23922,3.0
Le Parisien,23922,3.0
Le Figaro,23922,2.5
Le Monde,23922,2.5
Le Point,23922,2.5
Les Inrockuptibles,23922,2.5
Télérama,23922,2.5
Les Echos,23922,2.0
Vanity Fair,23922,2.0
20 Minutes,25310,4.5
Télérama,25310,4.0
Ecran Large,25310,3.5
Les Inrockuptibles,25310,3.5
Première,25310,3.5
CNN,25310,2.5
Le Monde,25310,2.5
Slate,25310,2.5
Les Inrockuptibles,20185,3.0
Entertainment weekly,17196,4.5
L'Obs,17196,4.0
Le Monde,17196,4.0
Los Angeles Times,17196,4.0
San Francisco Chronicle,17196,4.0
The Wrap,17196,4.0
Télé Loisirs,17196,4.0
Vanity Fair,17196,4.0
Variety,17196,4.0
Boston Globe,17196,3.5
Hitfix,17196,3.5
Libération,17196,3.5
Washington Post,17196,3.5
Critictoo,17196,3.0
Time,17196,3.0
Télérama,17196,3.0
USA Today,17196,2.5
Vulture,17196,2.5
Première,24172,5.0
Le Journal du Geek,24172,4.5
Le Figaro,24172,4.0
Le Figaro Magazine,24172,4.0
Sud Ouest,24172,3.5
Télérama,24172,3.5
Boston Globe,223,5.0
San Francisco Chronicle,223,5.0
St. Louis Post-Dispatch,223,5.0
USA Today,223,5.0
Philadelphia Inquirer,223,4.5
Washington Post,223,4.5
Los Angeles Times,223,4.0
Boston Herald,223,3.5
People Weekly,223,3.5
Slate,223,2.0
Boston Globe,17010,5.0
New York Post,17010,5.0
New York Times,17010,4.5
Première,17010,4.5
The Hollywood Reporter,17010,4.5
Variety,17010,4.5
aVoir-aLire.com,17010,4.5
Critictoo,17010,4.0
Hitfix,17010,4.0
La Critiquerie,17010,4.0
Les Inrockuptibles,17010,4.0
San Francisco Chronicle,17010,4.0
Brain Damaged,17010,3.5
Kulture Geek,17010,3.5
L'Obs,17010,3.5
Le Monde,17010,3.5
Los Angeles Times,17010,3.5
New York Daily News,17010,3.5
Le Monde,21002,4.5
Vanity Fair,21002,4.5
Critictoo,21002,4.0
Elle,21002,4.0
L'Express,21002,4.0
Le Figaro Magazine,21002,4.0
Les Inrockuptibles,21002,4.0
Paris Match,21002,4.0
Première,21002,4.0
Télérama,21002,4.0
Vulture,25198,4.0
Hollywood Reporter,25198,2.5
Le Parisien,25198,2.5
Télé Loisirs,25198,2.0
indieWIRE,25198,1.5
L'Obs,25921,4.0
Le Parisien,25921,4.0
Première,25921,4.0
Les Inrockuptibles,25921,3.5
Le Monde,25921,3.0
Télérama,25921,3.0
Télé 2 semaines,17408,4.0
Le Figaro Magazine,17408,3.5
Première,17408,3.5
Télé Loisirs,17408,3.5
Le Monde,17408,3.0
DailyMars,17408,2.5
Critictoo,17408,2.0
Télérama,17408,2.0
USA Today,22544,3.0
Uncle Barky,22544,3.0
Washington Post,22544,3.0
Le Figaro,22544,2.5
Pittsburg Post-Gazette,22544,2.5
The Hollywood Reporter,22544,2.5
Télérama,22544,2.5
Variety,22544,2.5
TV Guide,22544,2.0
Los Angeles Times,22544,1.5
New York Times,22544,1.5
Newsday,22574,3.5
Télé 7 Jours,22574,3.5
Variety,22574,3.5
Boston Herald,22574,3.0
Critictoo,22574,3.0
Le Figaro Magazine,22574,3.0
Le Parisien,22574,3.0
Los Angeles Times,22574,3.0
Télé Loisirs,22574,3.0
Première,22574,2.5
The Hollywood Reporter,22574,2.0
Vulture,22574,2.0
Washington Post,22574,1.5
Ecran Large,22574,1.0
Entertainment weekly,25529,3.5
Le Parisien,25529,3.5
Le Monde,25529,3.0
Télérama,25529,2.5
Le Figaro,23873,4.0
Télé Loisirs,23873,3.5
Téléstar,23873,3.5
Le Parisien,23873,3.0
Télé Câble Sat,23873,2.5
Télérama,23873,2.5
Colorado Springs Gazette,10789,4.5
Boston Globe,10789,4.0
Los Angeles Times,10789,4.0
San Francisco Chronicle,10789,3.5
We Got This Covered,10789,3.5
Slant Magazine,10789,3.0
Time,10789,3.0
Uncle Barky,10789,2.5
Variety,10789,2.5
The Hollywood Reporter,10789,2.0
Variety,22796,4.5
Vulture,22796,4.5
Première,22796,3.0
Télérama,22796,3.0
Le Parisien,22796,2.5
RogerEbert.com,22796,2.5
Téléstar,22796,2.0
The Guardian,22796,1.0
Entertainment weekly,25484,3.5
TV Guide,25484,3.5
Le Parisien,25484,3.0
Télérama,25484,3.0
Vulture,25484,2.5
TVLine,25484,2.0
Le Parisien,27414,4.5
Télé 7 Jours,27414,4.0
Télé Câble Sat,27414,4.0
Télé Loisirs,27414,3.5
Télérama,27414,3.0
Télé Z,27414,1.5
L'Obs,20730,4.0
Le Figaro Magazine,20730,4.0
Le Monde,20730,4.0
Le Parisien,20730,4.0
Paris Match,20730,4.0
Télé 2 semaines,20730,4.0
Télé 7 Jours,20730,4.0
Entertainment weekly,19954,4.0
Los Angeles Times,19954,4.0
TV Guide,19954,4.0
New York Times,19954,3.5
Collider,19954,3.0
Hollywood Reporter,19954,3.0
Variety,19954,2.5
Vulture,19954,2.5
Le Figaro,24791,4.5
Le Parisien,24791,4.0
Ouest France,24791,4.0
La Croix,24791,3.5
Les Inrockuptibles,24791,3.0
Télérama,24791,3.0
Entertainment weekly,10839,5.0
Los Angeles Times,10839,5.0
Newsday,10839,5.0
People Weekly,10839,5.0
New York Times,10839,4.0
San Francisco Chronicle,10839,4.0
TV Guide,10839,4.0
The Hollywood Reporter,10839,4.0
New York Daily News,10839,3.0
Vulture,10839,3.0
Washington Post,10839,3.0
Variety,10839,2.0
Variety,20388,5.0
Vulture,20388,5.0
Le Parisien,20388,4.5
Newsday,20388,4.5
Première,20388,4.5
Vanity Fair,20388,4.5
Franceinfo Culture,20388,4.0
Le Figaro Magazine,20388,4.0
The A.V. Club,20388,4.0
The Hollywood Reporter,20388,4.0
indieWIRE,20388,4.0
Ecran Large,20388,3.5
Elle,20388,3.5
L'Express,20388,3.5
Collider,20388,3.0
Huffington Post (FR),20388,3.0
Les Inrockuptibles,20388,3.0
Rolling Stone,20388,3.0
Télérama,20388,3.0
Entertainment weekly,20388,2.0
RogerEbert.com,24705,4.0
Wall Street Journal,24705,3.5
Rolling Stone,24705,2.5
The Guardian,24705,2.0
Variety,24705,1.5
Le Parisien,27977,4.5
Cahiers du Cinéma,27977,4.0
Le Figaro,27977,4.0
Le Journal du Geek,27977,4.0
Le Monde,27977,4.0
Rolling Stone,27977,4.0
Télérama,27977,3.5
RogerEbert.com,27977,2.5
Time,27977,2.0
Wall Street Journal,22123,4.5
RogerEbert.com,22123,3.5
USA Today,22123,3.5
Uncle Barky,22123,3.0
Las Vegas Weekly,22123,2.5
Newsday,22123,2.5
TV Guide,22123,2.5
TVLine,22123,2.0
L'Humanité,23120,5.0
Le Monde,23120,4.5
Télé Loisirs,23120,4.5
Télérama,23120,4.0
Huffington Post,23120,3.5
Première,23120,3.5
Slate,23120,2.5
Télé 7 Jours,22964,4.0
Le Parisien,22964,3.0
20 Minutes,22964,2.0
Brain Damaged,22964,2.0
Télé Loisirs,22964,2.0
Le Monde,22964,1.0
Metro,22964,1.0
Télérama,22964,1.0
Miami Herald,440,4.0
Philadelphia Inquirer,440,4.0
San Jose Mercury News,440,4.0
The Hollywood Reporter,440,4.0
Pittsburg Post-Gazette,440,3.5
San Francisco Chronicle,440,3.5
Washington Post,440,3.0
Boston Globe,440,1.5
New York Times,24771,4.0
Colorado Springs Gazette,24771,3.5
TV Guide,24771,3.5
USA Today,24771,3.5
Variety,24771,3.0
Hollywood Reporter,24771,2.5
Première,19778,4.0
Brain Damaged,19778,3.5
DailyMars,19778,2.5
Le Point,19778,2.5
Télé Loisirs,19778,2.5
Télérama,19778,2.5
DailyMars,19344,4.0
L'Obs,19344,4.0
Le Monde,19344,4.0
Les Inrockuptibles,19344,4.0
Metro,19344,4.0
Paris Match,19344,4.0
Télé Loisirs,19344,4.0
Télérama,19344,4.0
L'Express,19344,3.5
Libération,19344,3.5
Philadelphia Inquirer,3247,4.0
USA Today,3247,3.5
Variety,3247,3.0
Boston Globe,3247,2.0
Entertainment weekly,3247,2.0
San Francisco Chronicle,3247,1.5
Chicago Sun-Times,3247,1.0
Los Angeles Times,3247,0.5
Miami Herald,452,4.0
Boston Globe,452,3.5
San Francisco Chronicle,452,3.5
Pittsburg Post-Gazette,452,2.0
Kansas City Star,452,1.0
Pop Matters,452,1.0
Slate,452,1.0
Newsday,452,0.5
Philadelphia Inquirer,443,3.0
Pittsburg Post-Gazette,443,3.0
Variety,443,3.0
San Francisco Chronicle,443,2.5
Boston Globe,443,2.0
Los Angeles Times,443,2.0
New York Daily News,443,1.5
Pop Matters,443,1.5
Miami Herald,443,1.0
Newsday,443,0.5
Ecran Large,21150,4.0
IGN France,21150,4.0
Le Monde,21150,4.0
Brain Damaged,21150,3.5
Le Figaro,23405,4.0
Le Parisien,23405,4.0
Les Inrockuptibles,23405,4.0
TVLine,23405,4.0
Télérama,23405,3.5
Le Point,23405,3.0
Première,23405,2.5
Variety,23405,2.5
Miami Herald,11873,3.5
San Francisco Chronicle,11873,3.5
The A.V. Club,11873,3.5
TV Guide,11873,3.0
Washington Post,11873,3.0
New York Post,11873,2.5
New York Times,11873,2.5
Newsday,11873,2.5
Variety,11873,2.0
The Hollywood Reporter,11873,0.5
Colorado Springs Gazette,21703,4.0
Variety,21703,4.0
Entertainment weekly,21703,3.5
USA Today,21703,3.5
New York Times,21703,3.0
The Hollywood Reporter,21703,3.0
Los Angeles Times,21703,2.5
Pittsburg Post-Gazette,21703,2.5
indieWIRE,21703,2.5
Boston Globe,21703,2.0
Première,24391,4.0
The Hollywood Reporter,24391,4.0
20 Minutes,24391,3.5
New York Times,24391,3.5
IGN France,24391,3.0
Télérama,24391,3.0
indieWIRE,24391,2.0
Ecran Large,24391,1.5
Ecran Large,23415,3.0
Première,23415,3.0
Metro UK,23415,2.5
Variety,23415,2.0
Entertainment weekly,23360,4.0
Vulture,23360,4.0
Slant Magazine,23360,3.5
TV Guide,23360,3.5
The Hollywood Reporter,23360,3.0
indieWIRE,23360,3.0
Pittsburg Post-Gazette,23360,2.5
Variety,23360,2.5
The A.V. Club,10423,5.0
New York Times,10423,4.0
Philadelphia Daily News,10423,4.0
The Detroit News,10423,4.0
Variety,10423,2.5
Los Angeles Times,10423,2.0
Wall Street Journal,10423,1.5
USA Today,7663,5.0
TV Guide,7663,4.5
The Hollywood Reporter,7663,4.5
Hitfix,7663,4.0
Los Angeles Times,7663,4.0
Variety,7663,3.5
New York Times,7663,3.0
New York Post,7663,2.0
Le Figaro,20710,4.0
Télé 7 Jours,20710,4.0
Télé Loisirs,20710,4.0
Télérama,20710,3.0
TV Guide,23851,3.5
Variety,23851,3.5
Pittsburg Post-Gazette,23851,3.0
The Hollywood Reporter,23851,3.0
Uncle Barky,23851,3.0
New York Times,23851,2.5
Washington Post,23851,2.0
Le Parisien,22807,4.0
Variety,22807,4.0
Rolling Stone,22807,3.5
Los Angeles Times,22807,3.0
Première,22807,3.0
The A.V. Club,22807,3.0
Télérama,22807,3.0
indieWIRE,22807,2.5
Hollywood Reporter,22807,1.0
Le Parisien,26183,3.5
Télé Loisirs,26183,3.5
Télé 7 Jours,26183,3.0
Télérama,26183,3.0
Le Figaro,26183,2.5
Téléstar,26183,2.5
Chicago Sun-Times,23941,4.0
Entertainment weekly,23941,4.0
RogerEbert.com,23941,4.0
Vanity Fair,23941,4.0
indieWIRE,23941,4.0
Première,23941,3.0
The Guardian,23941,3.0
Variety,23941,3.0
Télérama,21971,4.0
IGN France,21971,3.0
Critictoo,21971,2.5
Le Parisien,24217,4.5
Le Figaro,24217,4.0
Télé 7 Jours,24217,4.0
Télé Câble Sat,24217,4.0
Télé Loisirs,24217,4.0
Télé Z,24217,3.5
Télérama,24217,3.0
Le Monde,24217,2.5
Les Inrockuptibles,24217,1.5
The A.V. Club,23837,3.0
Hollywood Reporter,23837,2.5
Pittsburg Post-Gazette,23837,2.5
TV Guide,23837,2.5
Collider,23837,2.0
Variety,23837,2.0
Boston Globe,17449,4.0
Brain Damaged,17449,4.0
Collider,17449,4.0
L'Obs,17449,3.5
Le Monde,17449,3.5
San Francisco Chronicle,17449,3.5
The Hollywood Reporter,17449,3.5
indieWIRE,17449,3.5
Première,17449,3.0
Télérama,17449,3.0
USA Today,17449,2.5
Variety,17449,2.0
RogerEbert.com,24084,4.5
Marie Claire,24084,4.0
Rolling Stone,24084,4.0
The Guardian,24084,3.0
indieWIRE,24084,3.0
Les Inrockuptibles,24084,2.0
L'Express,22314,4.0
Première,22314,4.0
Paris Match,22314,3.5
Télérama,22314,3.5
20 Minutes,22314,3.0
Le Parisien,22314,3.0
Ouest France,22314,3.0
Télé Loisirs,22314,2.5
Critictoo,22314,2.0
Ecran Large,22314,1.0
Les Inrockuptibles,22314,1.0
Entertainment weekly,49,5.0
San Jose Mercury News,49,4.5
Chicago Sun-Times,49,4.0
People Weekly,49,4.0
USA Today,49,4.0
Pittsburg Post-Gazette,49,3.0
Variety,49,3.0
Miami Herald,49,2.5
Newsday,49,2.5
The Plain Dealer,49,2.5
Kansas City Star,49,2.0
St. Louis Post-Dispatch,49,1.5
Time,49,1.0
Washington Post,49,0.5
Newsday,9430,5.0
TV Guide,9430,5.0
Washington Post,9430,5.0
Variety,9430,4.0
USA Today,9430,3.0
New York Daily News,9430,1.5
Télé Loisirs,23553,4.5
Le Parisien,23553,4.0
Le Point,23553,4.0
Première,23553,4.0
Elle,23553,3.5
Télé 7 Jours,23553,3.5
Brain Damaged,23553,3.0
Télérama,23553,3.0
L'Express,23553,2.5
Le Monde,23553,1.0
aVoir-aLire.com,24205,5.0
New York Post,24205,3.5
TV Guide,24205,3.5
USA Today,24205,3.5
indieWIRE,24205,3.5
Pittsburg Post-Gazette,24205,3.0
RogerEbert.com,24205,2.0
The Hollywood Reporter,24205,2.0
Variety,24205,1.5
Le Figaro,22030,4.5
Marianne,22030,4.0
Première,22030,4.0
TéléCinéObs,22030,3.5
Le Monde,22030,3.0
Les Echos,22030,2.0
Le Monde,20665,4.0
Paris Match,20665,4.0
Télé Loisirs,20665,3.5
Télérama,20665,3.0
DailyMars,20665,2.0
Boston Globe,10101,5.0
Entertainment weekly,10101,4.5
We Got This Covered,10101,4.5
Brain Damaged,10101,4.0
DailyMars,10101,4.0
Newsday,10101,4.0
San Francisco Chronicle,10101,4.0
Télérama,10101,4.0
USA Today,10101,4.0
Variety,10101,4.0
Colorado Springs Gazette,10101,3.5
Critictoo,10101,3.5
20 Minutes,10101,3.0
TV Guide,10101,3.0
Washington Post,10101,3.0
Le Monde,10101,2.5
Les Inrockuptibles,10101,2.0
Le Figaro,26516,4.0
Le Parisien,26516,4.0
Première,26516,4.0
Ciné Télé Revue,26516,3.5
Ecran Large,26516,3.0
GQ,26516,3.0
Télérama,26516,2.5
Le Point,22484,5.0
Ecran Large,22484,4.5
Première,22484,4.0
Télé Loisirs,22484,3.5
Libération,22484,3.0
Télérama,22484,3.0
Entertainment weekly,24549,4.0
Hollywood Reporter,24549,3.0
Rolling Stone,24549,2.0
Time,24549,2.0
RogerEbert.com,24644,4.5
CNN,24644,4.0
Variety,24644,4.0
Pittsburg Post-Gazette,24644,3.5
TV Guide,24644,3.5
TVLine,24644,3.5
New York Times,24644,3.0
Rolling Stone,24644,3.0
Le Parisien,23295,4.0
Le Figaro,23295,3.5
New York Post,23295,3.0
Variety,23295,2.5
Newsday,23295,2.0
USA Today,23295,1.0
Salon.com,27127,4.5
CNN,27127,4.0
Elle,27127,4.0
Le Figaro,27127,4.0
Le Monde,27127,4.0
Le Parisien,27127,4.0
Les Echos,27127,4.0
Los Angeles Times,27127,4.0
Télé Loisirs,27127,4.0
New York Times,27127,3.5
indieWIRE,27127,3.5
The Guardian,27127,3.0
Entertainment weekly,9292,5.0
TV Guide,9292,5.0
Zap2It,9292,5.0
Boston Globe,9292,4.0
New York Times,9292,3.0
The Hollywood Reporter,9292,1.5
Variety,9292,1.5
USA Today,23513,5.0
Washington Post,23513,4.0
Entertainment weekly,23513,3.5
Variety,23513,3.0
Vulture,23513,3.0
indieWIRE,23513,2.0
La Voix du Nord,25362,4.0
Le Figaro,25362,4.0
Le Parisien,25362,4.0
Le Point,25362,4.0
Les Inrockuptibles,25362,4.0
Marianne,25362,4.0
Le Monde,25362,2.5
Première,25362,1.5
Télérama,25362,1.5
Le Parisien,24749,4.0
Le Figaro,24749,3.5
Télérama,24749,2.5
Newsday,11400,5.0
Entertainment weekly,11400,4.5
USA Today,11400,4.5
Los Angeles Times,11400,4.0
New York Daily News,11400,4.0
The Hollywood Reporter,11400,3.5
Variety,11400,3.5
New York Times,11400,3.0
New York Post,11400,2.0
IGN France,18240,5.0
Ecran Large,18240,4.5
Première,18240,4.0
Brain Damaged,18240,3.0
L'Express,18240,3.0
Le Parisien,18240,3.0
Wall Street Journal,25425,4.0
La Voix du Nord,25425,3.0
The Guardian,25425,3.0
Télérama,25425,2.5
20 Minutes,25425,2.0
Le Figaro,25425,2.0
Daily Beast,25425,1.5
Collider,25304,4.5
TV Guide,25304,3.5
indieWIRE,25304,3.5
Première,25304,3.0
Vanity Fair,25304,3.0
Critictoo,25304,2.5
Hollywood Reporter,25304,2.5
Variety,25304,2.5
The Guardian,25304,2.0
The Oregonian,18542,5.0
Washington Post,18542,5.0
Colorado Springs Gazette,18542,4.5
20 Minutes,18542,4.0
Collider,18542,4.0
DailyMars,18542,4.0
L'Express,18542,4.0
Las Vegas Weekly,18542,4.0
RogerEbert.com,18542,4.0
Variety,18542,4.0
Paris Match,18542,3.5
Télérama,18542,3.5
USA Today,18542,3.5
Los Angeles Times,18542,3.0
Le Monde,18542,2.5
The Detroit News,18542,2.0
TV Guide,23080,4.0
Variety,23080,4.0
CNN,23080,3.0
TVLine,23080,3.0
The Hollywood Reporter,23080,3.0
Time,23080,2.5
indieWIRE,23080,2.5
Slate,23080,2.0
Le Parisien,21851,4.0
TV Guide,21851,4.0
indieWIRE,21851,4.0
Télé Loisirs,21851,3.5
The Hollywood Reporter,21851,3.0
Slant Magazine,21851,2.0
TVLine,21851,2.0
Cosmopolitan,23555,3.0
Télérama,23555,2.0
Les Inrockuptibles,23555,0.5
Vulture,21083,4.0
Entertainment weekly,21083,3.5
Newsday,21083,3.0
Yahoo TV,21083,3.0
New York Times,21083,2.0
Variety,21083,2.5
Washington Post,21083,1.5
Le Figaro,24678,3.5
Première,24678,3.5
RogerEbert.com,24678,3.5
Ecran Large,24678,2.5
indieWIRE,24678,2.5
Télérama,24678,2.0
Vulture,22884,3.5
Entertainment weekly,22884,3.0
USA Today,22884,3.0
Pittsburg Post-Gazette,22884,2.5
The Hollywood Reporter,22884,2.5
New York Times,22884,2.0
Variety,22884,2.0
Boston Globe,8101,5.0
Boston Herald,8101,5.0
Entertainment weekly,8101,5.0
Los Angeles Times,8101,5.0
New York Post,8101,5.0
New York Times,8101,5.0
Philadelphia Daily News,8101,5.0
The Hollywood Reporter,8101,5.0
Slant Magazine,8101,4.0
USA Today,8101,0.5
Le Monde,18715,3.5
Télérama,18715,3.5
Brain Damaged,18715,3.0
Télé 2 semaines,18715,3.0
DailyMars,18715,1.0
Télé 7 Jours,25886,4.0
Vanity Fair,25886,4.0
Ouest France,25886,3.5
Télé Loisirs,25886,3.5
Le Figaro,25886,2.5
Le Parisien,25886,2.0
Télérama,25886,1.5
Brain Damaged,19949,4.0
DailyMars,19949,4.0
Ecran Large,19949,4.0
Première,19949,4.0
Critictoo,19949,3.5
Les Inrockuptibles,19949,3.5
Télérama,19949,3.5
20 Minutes,19949,3.0
Brain Damaged,20198,4.5
Le Parisien,20198,4.0
Public,20198,4.0
